objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
2000_su26d-003,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,fire break,SU 26d,CC26,2000,NA,whiteware,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su26d-004,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,fire break,SU 26d,CC26,2000,NA,whiteware,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su26d-005,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,fire break,SU 26d,CC26,2000,NA,whiteware,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su26d-006,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,fire break,SU 26d,CC26,2000,NA,local orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su26d-007,ceramic,cookware,stewpot,stewpot,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,rock outcrop,SU 26d,CC26,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,triangular rim stewpot,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su26d-008,ceramic,cookware,stewpot,stewpot,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,rock outcrop,SU 26d,CC26,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,triangular rim stewpot,NA,NA,NA,NA,NA,NA,36.20098408,32.44040418,449571,4006759
2000_su29b-cc14-001,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,tower on fire break,tower on fire break,SU 29b (10a),CC14,2000,NA,NA,NA,rope pattern grooves,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,404.77,36.2192246,32.44131238,449786.302,4008408.77
2000_su29b-cc14-002,ceramic,cookware,cookware,stewpot,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,tower on fire break,tower on fire break,SU 29b (10a),CC14,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,404.77,36.2192246,32.44131238,449786.302,4008408.77
2000_su29b-cc14-003,ceramic,cookware,cookware,stewpot,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,tower on fire break,tower on fire break,SU 29b (10a),CC14,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,404.77,36.2192246,32.44131238,449786.302,4008408.77
2000_su29b-cc14-004,ceramic,cookware,cookware,stewpot,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,tower on fire break,tower on fire break,SU 29b (10a),CC14,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,404.77,36.2192246,32.44131238,449786.302,4008408.77
2000_su30d-001,ceramic,cookware,stewpot,stewpot,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 30d,NA,2000,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,680,36.19690783,32.44595017,450189,4005931
2000_su3e-cc7-001,ceramic,cookware,West Cilicia folded rim casserole,casserole,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 3e,CC07,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,589.159,36.2432765,32.48158411,453420.141,4011056.51
2000_su3e-cc7-002,ceramic,commonware,thin walled commonware,jug or mug,rim,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 3e,CC07,2000,NA,NA,NA,"molded rim, wheelridged",NA,NA,10.4231/37AB-W910,large white inclusions,NA,NA,NA,NA,NA,589.159,36.2432765,32.48158411,453420.141,4011056.51
2000_su6c_001,ceramic,amphora,Byzantine amphora,amphora,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6c,NA,2000,NA,hard gritty local,NA,combed grooves,NA,NA,10.4231/37AB-W910,white gray inclusions,NA,NA,NA,NA,NA,546.273,36.23489748,32.45343868,450159.86,4010339.87
2000_su6c_002,mortar,mortar,mortar,mortar,fragment,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6c,NA,2000,NA,NA,NA,from tower,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_001,coarseware,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,NA,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_002,coarseware,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,NA,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_003,coarseware,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,NA,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_004,coarseware,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,NA,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_005,fineware,fineware,Byzantine fineware,bowl,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,NA,2000,NA,NA,NA,green glazed,NA,NA,10.4231/37AB-W910,"very damaged, possible",NA,NA,NA,NA,NA,NA,36.23489748,32.45343868,450886,4010141
2000_su6d_006,ceramic,cookware,cassarole,casserole,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 6d,ca1,2000,NA,NA,NA,folded rim cassarole,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.2356439,32.44714593,450321,4010227
2000_su7a-cc9-001,ceramic,coarseware,coarseware,NA,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 7a,CC09,2000,NA,small,NA,small,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,641,36.2355909,32.4493386,450518,4010220
2000_su7a-cc9-002,ceramic,fineware,Early Roman guttus rim cup,cup,handle,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 7a,CC09,2000,Early Roman,fabric looks CS,NA,slip gone,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,641,36.2355909,32.4493386,450518,4010220
2000_su7a-cc9-003,ceramic,fineware,Hellenistic fineware,bowl,base,Hellenistic,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 7a,CC09,2000,Hellenistic,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,fishplate cup interior,NA,NA,NA,NA,NA,641,36.2355909,32.4493386,450518,4010220
2000_su7a-cc9-004,ceramic,coarseware,coarseware,NA,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,SU 7a,CC09,2000,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,641,36.2355909,32.4493386,450518,4010220
2000_su8b-cc12-001,ceramic,coarseware,coarseware,bowl,ringfoot,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,large white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-002,ceramic,coarseware,basin,basin,rim,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,large white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-003,ceramic,pithos,pithos,pithos,rim fragment,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,large white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-004,ceramic,amphora,Agora M239 amphora,amphora,toe,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-005,ceramic,amphora,Late Roman amphora,amphora,handle,Late Roman,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,NA,NA,NA,10.4231/37AB-W910,groove down center,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-006,ceramic,amphora,amphora,amphora,shoulder,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,dark red fabric,NA,white inclusions,NA,NA,10.4231/37AB-W910,grooves below neck,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-007,ceramic,coarseware,basin,basin,rim,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,red,NA,NA,NA,NA,10.4231/37AB-W910,band at neck,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-008,ceramic,coarseware,coarseware,bowl,rim,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2000_su8b-cc12-009,ceramic,coarseware,coarseware,bowl,rim,NA,Adanda,Adanda Rural,NA,rural transect,tower or chapel,tower/chapel,SU 8,CC12,2000,NA,local orange,NA,white inclusions,NA,NA,10.4231/37AB-W910,NA,NA,NA,NA,NA,NA,NA,36.23159422,32.40360896,450160,4010340
2001_trans14_u4_001,metal,metal,metal slag,slag,2 lumps,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,NA,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,40,NA,40,NA,512,36.23923504,32.42704669,448517.2361,4010635.821
2001_trans14_u4_002,ceramic,fineware,Early Roman fineware,bowl,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,NA,NA,slip gone,NA,NA,10.4231/37AB-W910,"looks CS 22, but flattened rim",possible imitation,28,NA,6,NA,499,36.23913161,32.42702007,448514.7763,4010624.362
2001_trans14_u4_003,ceramic,amphora,amphora,amphora,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,darb red,NA,NA,NA,NA,10.4231/37AB-W910,"straight oval handle, bowing at top",NA,120,NA,NA,NA,499,36.23916497,32.42709166,448521.2306,4010628.025
2001_trans14_u4_004,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,22,NA,5,NA,499,36.23916496,32.42708909,448523.8663,4010617.293
2001_trans14_u4_005,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,68,NA,10,NA,494,36.23912,32.42712673,448524.3527,4010623.018
2001_trans14_u4_006,ceramic,commonware,commonware,jug,rim and handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,rolled rim,NA,NA,10.4231/37AB-W910,damaged,NA,40,NA,13,NA,494,36.23904659,32.42720335,448531.1895,4010614.835
2001_trans14_u4_007,ceramic,pithos,pithos,pithos,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,80,NA,20,NA,499,36.23901338,32.42729166,448539.1033,4010611.104
2001_trans14_u4_008,ceramic,commonware,basin,basin,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,32,NA,4,NA,501,36.23899162,32.42733501,448542.984,4010608.667
2001_trans14_u4_009,ceramic,amphora,amphora,amphora,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,two exactly like this one in close proximity,NA,70,NA,8,NA,500,36.23893504,32.42740174,448548.943,4010602.356
2001_trans14_u4_010,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,tan,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,38,NA,7,NA,499,36.23894664,32.42740336,448549.0961,4010603.642
2001_trans14_u4_011,ceramic,cookware,cassarole,casserole,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,folded rim,NA,NA,10.4231/37AB-W910,NA,NA,43,NA,4,NA,499,36.2390334,32.42715838,448527.1404,4010613.395
2001_trans14_u4_012,ceramic,pithos,pithos,pithos,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,brown,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,90,NA,18,NA,501,36.2390466,32.42718662,448529.6865,4010614.844
2001_trans14_u4_013,ceramic,commonware,thin walled commonware,mug,bodysherd,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,14,NA,3,NA,501,36.23906662,32.4272717,448537.3442,4010617.02
2001_trans14_u4_014,ceramic,coarseware,coarseware,NA,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,many inclusions,NA,30,NA,22,NA,500,36.23906328,32.42730174,448540.041,4010616.634
2001_trans14_u4_015,ceramic,amphora,amphora,amphora,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,brown,NA,strap handle,NA,NA,10.4231/37AB-W910,NA,NA,80,NA,10,NA,500,36.23888006,32.42735336,448544.5594,4010596.283
2001_trans14_u4_016,ceramic,commonware,basin,basin,rim and handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,orange,NA,rolled rim/handle,NA,NA,10.4231/37AB-W910,damaged,NA,20,NA,12,NA,491,36.23879171,32.42700658,448513.3412,4010586.667
2001_trans14_u4_017,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,14,4,2001,NA,brown,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,50,NA,15,NA,478,36.23859499,32.42695838,448508.8808,4010564.873
2001_trans15_u1_001,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,1,2001,NA,pink,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,15,NA,8,NA,517,36.23735,32.4358,449302.5502,4010421.567
2001_trans15_u2_001,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,3,2001,NA,brown,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,22,NA,7,NA,496,36.23656,32.43661,449375.2754,4010334.068
2001_trans15_u2_002,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,2,2001,NA,orange,NA,incised lines,NA,NA,10.4231/37AB-W910,NA,NA,10,NA,4,NA,516,36.23696,32.43698,449408.7814,4010378.61
2001_trans15_u2_003,ceramic,cookware,cookware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,2,2001,NA,dark brown,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,10,NA,5,NA,515,36.23698,32.43691,449402.5028,4010380.127
2001_trans15_u2_004,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,2,2001,NA,orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,20,NA,8,NA,519,36.23719,32.43672,449384.8262,4010403.338
2001_trans15_u2_005,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,2,2001,NA,pink orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,10,NA,3,NA,493,36.23684,32.43672,449384.7514,4010365.441
2001_trans15_u3_001,ceramic,commonware,basin,basin,rim and handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,15,5,2001,NA,brown,NA,rolled rim/handle,NA,NA,10.4231/37AB-W910,NA,NA,90,NA,18,NA,445,36.23607,32.43536,449262.1934,4010280.366
2001_trans22_u2_001,ceramic,fineware,CS fineware,bowl,base,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,22,2,2001,CS,pink,NA,NA,NA,NA,10.4231/37AB-W910,low ringfoot,NA,24,NA,3,20,394,36.20759,32.45564,451067.2506,4007110.743
2001_trans22_u3_001,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,22,3,2001,NA,orange/red,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,42,NA,8,NA,394,36.20796,32.45362,450885.6047,4007152.991
2001_trans22_u3_002,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,22,3,2001,NA,orange/red,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,15,NA,3,NA,397,36.20795,32.45361,450884.8558,4007152.078
2001_trans23_u1_001,ceramic,amphora,amphora,amphora,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,1,2001,NA,orange,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,34,NA,5,NA,332,36.20819,32.44724,450311.7882,4007181.211
2001_trans23_u2_001,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,NA,NA,23,NA,4,NA,339,36.20806,32.44878,450449.9986,4007166.918
2001_trans23_u2_002,ceramic,commonware,commonware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,42,NA,6,NA,338,36.20796,32.4488,450452.3243,4007155.073
2001_trans23_u2_003,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,15,NA,5,NA,335,36.20777,32.44886,450457.4452,4007134.341
2001_trans23_u2_004,ceramic,commonware,commonware,jug,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,looks Byzantine,thick vertical room with molded grooves below neck,50,NA,NA,NA,343,36.20763,32.44873,450446.1199,4007118.871
2001_trans23_u2_005,ceramic,coarseware,loomweight,loomweight,stamped fragment,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,3 oak-leaf stamps,NA,NA,10.4231/37AB-W910,NA,NA,110,NA,6,NA,346,36.2079,32.44863,450436.7044,4007149.254
2001_trans23_u2_006,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,56,NA,8,NA,346,36.2079,32.44841,450416.6384,4007149.174
2001_trans23_u2_007,ceramic,coarseware,coarseware,NA,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,orange/red,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,24,NA,8,NA,347,36.20789,32.44837,450413.1873,4007147.906
2001_trans23_u2_008,ceramic,fineware,CS fineware,cup,base,Early Roman,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,CS,pink,NA,"slipped, red",NA,NA,10.4231/37AB-W910,found off transect,NA,32,NA,4,40,349,36.20787,32.44837,450413.1746,4007145.685
2001_trans23_u2_009,ceramic,cookware,stewpot,stewpot,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,23,2,2001,NA,orange brown,NA,flat everted rim,NA,NA,10.4231/37AB-W910,NA,NA,35,NA,NA,160,350,36.20796,32.44826,450403.9325,4007155.348
2001_trans24_u3_001,ceramic,fineware,Early Roman fineware,cup,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,pink orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,35,NA,4,40,518,36.19614,32.45892,451354.7201,4005838.697
2001_trans24_u3_002,ceramic,cookware,cookware,NA,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,local orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,25,NA,5,NA,505,36.19617,32.45871,451336.0019,4005843.052
2001_trans24_u3_003,ceramic,coarseware,coarseware,NA,handle,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,local orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,45,NA,18,NA,497,36.19647,32.45888,451351.4819,4005875.682
2001_trans24_u3_004,ceramic,commonware,commonware,bowl,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,pink orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,33,NA,5,70,498,36.19648,32.4589,451353.4317,4005877.346
2001_trans24_u3_005,ceramic,fineware,CS 11,bowl,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,orange,NA,thickened rim,NA,NA,10.4231/37AB-W910,NA,NA,20,NA,10,210,494,36.19635,32.45923,451382.5676,4005862.017
2001_trans24_u3_006,ceramic,commonware,commonware,pitcher,handle attachment,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,3,2001,NA,local orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,65,NA,12,NA,487,36.19626,32.45917,451376.8209,4005852.26
2001_trans24_u4_001,ceramic,coarseware,coarseware,NA,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,orange/red,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,48,NA,9,150,0,36.19736,32.45842,451310.3785,4005974.833
2001_trans24_u4_002,ceramic,coarseware,basin,basin,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,local orange,NA,hanging rim,NA,NA,10.4231/37AB-W910,NA,NA,55,NA,10,340,504,36.19737,32.45837,451306.3237,4005975.58
2001_trans24_u4_003,ceramic,commonware,commonware,NA,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,red brown,NA,folded rim,NA,NA,10.4231/37AB-W910,NA,NA,15,NA,8,NA,500,36.19726,32.45858,451324.5496,4005964.208
2001_trans24_u4_004,ceramic,commonware,basin,basin,base,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,local fabric,NA,NA,NA,NA,10.4231/37AB-W910,exterior diameter,NA,90,NA,6,100,522,36.19728,32.45864,451330.1044,4005965.658
2001_trans24_u4_005,ceramic,fineware,Byzantine fineware,bowl,vertical neck,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,orange,NA,glazed,sc_223a,http://dx.doi.org/10.4231/R78S4N47,10.4231/37AB-W910,NA,NA,50,NA,8,440,510,36.19723,32.45872,451337.2531,4005960.063
2001_trans24_u4_006,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,red,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,45,NA,15,NA,511,36.19724,32.4588,451344.3107,4005961.328
2001_trans24_u4_007,ceramic,cookware,stewpot,stewpot,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,local orange,NA,thickened rim,NA,NA,10.4231/37AB-W910,NA,NA,30,NA,5,110,503,36.19728,32.45886,451350.174,4005965.916
2001_trans24_u4_008,ceramic,amphora,amphora,amphora,neck,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,pink orange,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,80,NA,7,NA,508,36.19731,32.45878,451343.0098,4005968.725
2001_trans24_u4_009,ceramic,game marker,game marker,game marker,square cube,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,5,2001,NA,local orange,NA,NA,sc_206a,http://dx.doi.org/10.4231/R7P26WB2,10.4231/37AB-W910,rectangular ceramic piece with finger pressed center,NA,15,NA,3,NA,498,36.19785,32.45895,451358.4653,4006028.903
2001_trans24_u4_010,ceramic,coarseware,coarseware,NA,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,5,2001,NA,red brown,NA,NA,NA,NA,10.4231/37AB-W910,NA,NA,25,NA,10,NA,494,36.1979,32.45872,451337.5212,4006034.204
2001_trans24_u4_011,ceramic,amphora,amphora,amphora,bodysherd,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,5,2001,NA,brown,NA,wheel-ridged,NA,NA,10.4231/37AB-W910,"fabric black, brown, black layers",NA,50,NA,6,NA,474,36.19805,32.45916,451377.6205,4006050.805
2001_trans24_u4_012,ceramic,commonware,commonware,jar,rim,NA,Adanda,Adanda Rural,NA,rural transect,sherd scatter,NA,24,4,2001,NA,orange,NA,flat everted rim,NA,NA,10.4231/37AB-W910,NA,NA,90,NA,5,110,488,36.19724,32.45849,451316.5965,4005961.853
