objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
kestros-1997-ca3-136,ceramic,cookware,thin walled cassarole,casserole,base,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,NA,NA,sc_019b,http://dx.doi.org/10.4231/R71834QX,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23565864,32.33006405,439800,4010295
kestros-1997-ca3-137,ceramic,coarseware,West Cilicia stamnos,stamnos,horizontal handle,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 6/8,NA,NA,NA,10.4231/R71J97ZB,91a,NA,10.6,NA,NA,NA,NA,36.23566765,32.33006398,439800,4010296
kestros-1997-ca3-138,ceramic,cookware,West Cilicia concave rim stewpot,stewpot,rim and handle,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 5/8,NA,sc_021a,http://dx.doi.org/10.4231/R71834QX,10.4231/R71J97ZB,SC 21a,NA,8.83,NA,NA,NA,NA,36.23567667,32.3300639,439800,4010297
kestros-1997-ca3-139,ceramic,cookware,West Cilicia carinated cookpot,cookpot,bodysherd with handle attachment,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 7/8,NA,NA,NA,10.4231/R71J97ZB,NA,142,5.18,NA,NA,NA,NA,36.23568568,32.33006382,439800,4010298
kestros-1997-ca3-140,ceramic,commonware,Early Roman globular cup,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,Gley 2 2.5/1,NA,NA,NA,NA,10.4231/R71J97ZB,NA,132,3.88,NA,NA,NA,NA,36.2356947,32.33006375,439800,4010299
kestros-1997-ca3-141,ceramic,cookware,frying pan,frying pan,handle,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,133,3.98,2.95,NA,NA,NA,36.23542425,32.33006605,439800,4010269
kestros-1997-ca3-142,ceramic,fineware,CRS 1,plate,rim,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CRS 1,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23535213,32.33006667,439800,4010261
kestros-1997-ca3-143,ceramic,fineware,CRS 2,bowl,rim,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CRS 2,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23536114,32.33006659,439800,4010262
kestros-1997-ca3-144,ceramic,fineware,CS 40,krater,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 40,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,119,6.03,4.11,NA,NA,NA,36.23537016,32.33006652,439800,4010263
kestros-1997-ca3-145,ceramic,fineware,CS 40,krater,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 40,NA,5YR 6/8,NA,NA,NA,10.4231/R71J97ZB,NA,118,8.32,NA,NA,NA,NA,36.23537016,32.33006652,439800,4010263
kestros-1997-ca3-146,ceramic,fineware,CRS 9,bowl,rim,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CRS 9,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23537917,32.33006644,439800,4010264
kestros-1997-ca3-147,ceramic,fineware,CS fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,127,4.25,2.21,NA,NA,NA,36.23538819,32.33006636,439800,4010265
kestros-1997-ca3-148,ceramic,fineware,ESA fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,124,5.02,NA,NA,NA,NA,36.2353972,32.33006629,439800,4010266
kestros-1997-ca3-149,ceramic,fineware,ESA fineware,NA,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,117,3.67,1.78,NA,NA,NA,36.2353972,32.33006629,439800,4010266
kestros-1997-ca3-150,ceramic,fineware,ESA fineware,NA,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,116,3.22,NA,NA,NA,NA,36.23540622,32.33006621,439800,4010267
kestros-1997-ca3-151,ceramic,fineware,ESA fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,7.5YR 8/6,NA,NA,NA,10.4231/R71J97ZB,NA,110,6.87,NA,NA,NA,NA,36.23541523,32.33006613,439800,4010268
kestros-1997-ca3-152,ceramic,fineware,CS 11,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 11,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,"3 possible imitation, SLANE",115,3.95,1.88,NA,NA,NA,36.23543326,32.33006598,439800,4010270
kestros-1997-ca3-153,ceramic,fineware,CS 11,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 11,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,"3 possible imitation, SLANE",111,6.41,2.82,NA,NA,NA,36.23543326,32.33006598,439800,4010270
kestros-1997-ca3-154,ceramic,fineware,CS 11,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 11,NA,2.5YR 6/8,NA,NA,NA,10.4231/R71J97ZB,"3 possible imitation, SLANE",112,4.72,NA,NA,NA,NA,36.23543326,32.33006598,439800,4010270
kestros-1997-ca3-155,ceramic,fineware,CS 11,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 11,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,"3 possible imitation, SLANE",114,3.58,NA,NA,NA,NA,36.23543326,32.33006598,439800,4010270
kestros-1997-ca3-156,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 34,NA,NA,NA,sc_078b,http://dx.doi.org/10.4231/R78S4N47,10.4231/R71J97ZB,CS skyphos; SLANE,SC 78b,NA,NA,NA,NA,NA,36.23545129,32.33006582,439800,4010272
kestros-1997-ca3-157,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 34,NA,NA,NA,NA,NA,10.4231/R71J97ZB,CS skyphos; SLANE,NA,NA,NA,NA,NA,NA,36.23545129,32.33006582,439800,4010272
kestros-1997-ca3-158,ceramic,fineware,CS 12,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 12,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,"1 with everted rim, SLANE",123,5.09,4.01,NA,NA,NA,36.23544228,32.3300659,439800,4010271
kestros-1997-ca3-159,ceramic,fineware,CS 12,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 12,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,"1 with everted rim, SLANE",125,6.42,3.9,NA,NA,NA,36.23544228,32.3300659,439800,4010271
kestros-1997-ca3-160,ceramic,fineware,Pergamene sigillata 70,cup,foot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Early Roman,NA,5YR 6/7,NA,NA,NA,10.4231/R71J97ZB,"pedestal foot, SLANE",NA,3.32,NA,NA,NA,NA,36.23546031,32.33006575,439800,4010273
kestros-1997-ca3-161,ceramic,fineware,CS 40,krater,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 40,NA,2.5YR 5/8,NA,NA,NA,10.4231/R71J97ZB,NA,120,6.64,NA,NA,NA,NA,36.23547834,32.33006559,439800,4010275
kestros-1997-ca3-162,ceramic,fineware,CRS transitional,plate,rim,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CRS trans,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,128,3.67,NA,NA,NA,NA,36.23547834,32.33006559,439800,4010275
kestros-1997-ca3-163,ceramic,fineware,Roman fineware,NA,handle,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Roman,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,1 uncertain,130,6.18,NA,NA,NA,NA,36.23548735,32.33006552,439800,4010276
kestros-1997-ca3-164,ceramic,fineware,Roman fineware,NA,handle,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Roman,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,1 uncertain,131,5.12,3.73,NA,NA,NA,36.23548735,32.33006552,439800,4010276
kestros-1997-ca3-165,ceramic,fineware,Candarli ware form 2,bowl,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CAN 2,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,uncertain,122,7.38,NA,NA,NA,NA,36.23549637,32.33006544,439800,4010277
kestros-1997-ca3-166,ceramic,fineware,Roman fineware,NA,ringfoot,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Roman,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,121,6.97,6.77,NA,NA,NA,36.23550538,32.33006536,439800,4010278
kestros-1997-ca3-167,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 22,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,113,4.05,1.31,NA,NA,NA,36.2355144,32.33006529,439800,4010279
kestros-1997-ca3-168,ceramic,cookware,West Cilicia triangular rim stewpot,stewpot,rim,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/8,NA,NA,NA,10.4231/R71J97ZB,NA,129,3.42,2.69,NA,NA,NA,36.23536114,32.33006659,439800,4010262
kestros-1997-ca3-169,ceramic,cookware,West Cilicia folded rim casserole,casserole,rim,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,NA,NA,sc_017a,http://dx.doi.org/10.4231/R71834QX,10.4231/R71J97ZB,SC 17a,NA,NA,NA,NA,NA,NA,36.23536114,32.33006659,439800,4010262
kestros-1997-ca3-170,ceramic,amphora,Roman amphora,amphora,bodysherd,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,NA,wheel-ridged,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23537016,32.33006652,439800,4010263
kestros-1997-ca3-171,ceramic,amphora,Byzantine banded spirally grooved amphora,amphora,bodysherd,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23537917,32.33006644,439800,4010264
kestros-1997-ca3-172,ceramic,amphora,Roman amphora,amphora,handle,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23538819,32.33006636,439800,4010265
kestros-1997-ca3-173,ceramic,loomweight,loomweight,loomweight,loomweight,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 7/8,NA,NA,NA,10.4231/R71J97ZB,NA,98a,8.59,NA,NA,NA,NA,36.2353972,32.33006629,439800,4010266
kestros-1997-ca3-174,ceramic,cookware,West Cilicia stewpot,stewpot,handle and profile,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,West Cilicia Concave Lip Stewpot,140,7.83,NA,NA,NA,NA,36.23540622,32.33006621,439800,4010267
kestros-1997-ca3-175,ceramic,commonware,Early Roman globular cup,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,7.5YR 8/4,NA,NA,NA,10.4231/R71J97ZB,NA,138,5.03,NA,NA,NA,NA,36.23541523,32.33006613,439800,4010268
kestros-1997-ca3-176,ceramic,loomweight,loomweight,loomweight,NA,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,139,8.07,6.08,NA,NA,NA,36.23542425,32.33006605,439800,4010269
kestros-1997-ca3-177,ceramic,loomweight,loomweight,loomweight,NA,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,100,10,NA,3,NA,NA,36.23542425,32.33006605,439800,4010269
kestros-1997-ca3-178,ceramic,loomweight,loomweight,loomweight,NA,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 5/6,NA,NA,NA,10.4231/R71J97ZB,NA,137,9.38,3.95,NA,NA,NA,36.23542425,32.33006605,439800,4010269
kestros-1997-ca3-179,ceramic,lamp,Early Roman lamp,lamp,nozzle,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,7.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,"2 AD, uncertain",109,3.11,2.43,NA,NA,NA,36.23529804,32.33006713,439800,4010255
kestros-1997-ca4-180,ceramic,loomweight,loomweight,loomweight,NA,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,144,5.77,NA,NA,NA,NA,36.23327278,32.33064081,439850,4010030
kestros-1997-ca4-181,ceramic,amphora,amphora,amphora,rim,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,145,6.71,4.59,NA,NA,NA,36.2332818,32.33064073,439850,4010031
kestros-1997-ca4-182,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 7/8,NA,NA,NA,10.4231/R71J97ZB,NA,146,8.68,NA,NA,NA,NA,36.23329081,32.33064066,439850,4010032
kestros-1997-ca4-183,ceramic,amphora,Roman amphora,amphora,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 6/4,NA,NA,NA,10.4231/R71J97ZB,NA,147,6.2,3.12,NA,NA,NA,36.23329081,32.33064066,439850,4010032
kestros-1997-ca4-184,ceramic,amphora,Roman amphora,amphora,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,148,6.96,NA,NA,NA,NA,36.23329081,32.33064066,439850,4010032
kestros-1997-ca4-185,ceramic,cookware,stewpot,stewpot,rim,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/4,NA,NA,NA,10.4231/R71J97ZB,vertical rim stewpot,149,6.26,2.59,NA,NA,NA,36.23329081,32.33064066,439850,4010032
kestros-1997-ca4-186,ceramic,cookware,West Cilicia carinated cookpot,cookpot,bodysherd,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,151,2.13,1.67,NA,NA,NA,36.23329983,32.33064058,439850,4010033
kestros-1997-ca4-187,ceramic,commonware,Early Roman commonware,thin walled skyphos,base,NA,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,decorated,195,2.57,1.74,NA,NA,NA,36.23330884,32.3306405,439850,4010034
kestros-1997-ca4-188,ceramic,commonware,Early Roman globular cup,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 5/8,NA,NA,NA,10.4231/R71J97ZB,NA,152,3.72,NA,NA,NA,NA,36.23331786,32.33064043,439850,4010035
kestros-1997-ca4-189,ceramic,fineware,ESA fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,7.5YR 8/6,NA,NA,NA,10.4231/R71J97ZB,May be local,153,2.12,1.97,NA,NA,NA,36.23332687,32.33064035,439850,4010036
kestros-1997-ca4-190,ceramic,fineware,ESA fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,7.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,May be local,196,1.88,NA,NA,NA,NA,36.23332687,32.33064035,439850,4010036
kestros-1997-ca4-191,ceramic,fineware,ESA fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,May be local,162,2.19,NA,NA,NA,NA,36.23332687,32.33064035,439850,4010036
kestros-1997-ca4-192,ceramic,fineware,ESA fineware,NA,bodysherd,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,May be local,155,2.13,1.67,NA,NA,NA,36.23332687,32.33064035,439850,4010036
kestros-1997-ca4-193,ceramic,fineware,Roman fineware,NA,rim,Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Roman,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,178,3.78,NA,NA,NA,NA,36.23333589,32.33064027,439850,4010037
kestros-1997-ca4-194,ceramic,fineware,ARS 50,bowl,bodysherd,Late Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ARS 50,NA,2.5YR 5/8,NA,NA,NA,10.4231/R71J97ZB,uncertain,160,4.48,NA,NA,NA,NA,36.23335392,32.33064012,439850,4010039
kestros-1997-ca4-195,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 22,NA,NA,NA,sc_077a,http://dx.doi.org/10.4231/R78S4N47,10.4231/R71J97ZB,SC 77a,NA,NA,NA,NA,NA,NA,36.23337195,32.33063996,439850,4010041
kestros-1997-ca4-196,ceramic,fineware,CS 40,krater,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 40,NA,2.5YR 7/4,NA,NA,NA,10.4231/R71J97ZB,NA,161,5.04,1.32,NA,NA,NA,36.23338096,32.33063989,439850,4010042
kestros-1997-ca4-197,ceramic,fineware,CS 40,krater,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 40,NA,NA,NA,NA,NA,10.4231/R71J97ZB,NA,NA,NA,NA,NA,NA,NA,36.23338096,32.33063989,439850,4010042
kestros-1997-ca4-198,ceramic,fineware,ESA fineware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ESA,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,154,3.23,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-199,ceramic,fineware,CS fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,183,2.53,2.47,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-200,ceramic,fineware,CS fineware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,180,5.22,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-201,ceramic,fineware,CS fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,2.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,181,6.7,4.99,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-202,ceramic,fineware,CS fineware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,2.5YR 7/8,NA,NA,NA,10.4231/R71J97ZB,NA,192,3.88,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-203,ceramic,fineware,dribbleware,bowl,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,dribbleware,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,182,4.88,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-204,ceramic,fineware,CS fineware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,185,4.82,2,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-205,ceramic,fineware,CS fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS,NA,2.5YR 7/4,NA,NA,NA,10.4231/R71J97ZB,NA,187,3.11,2.85,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-206,ceramic,fineware,ARS fineware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,ARS,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,186,3.29,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-207,ceramic,fineware,Early Roman fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,5YR 8/4,NA,NA,NA,10.4231/R71J97ZB,NA,193,2.86,2.43,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-208,ceramic,fineware,Early Roman fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,188,3.57,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-209,ceramic,fineware,Early Roman fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 7/4,NA,NA,NA,10.4231/R71J97ZB,NA,189,5.05,3.39,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-210,ceramic,fineware,Early Roman fineware,NA,ringfoot,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,NA,NA,2.5YR 6/8,NA,NA,NA,10.4231/R71J97ZB,NA,190,3.45,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-211,ceramic,fineware,Sagalassos ware,NA,base,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Sagalassos,NA,2.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,CS P1?,172,3.29,NA,NA,NA,NA,36.23339899,32.33063973,439850,4010044
kestros-1997-ca4-212,ceramic,fineware,Sagalassos ware,NA,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Sagalassos,NA,5YR 6/6,NA,NA,NA,10.4231/R71J97ZB,NA,169,9.26,3.61,NA,NA,NA,36.23340801,32.33063966,439850,4010045
kestros-1997-ca4-213,ceramic,fineware,Candarli ware,flanged bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Candarli,NA,5YR 7/4,NA,NA,NA,10.4231/R71J97ZB,NA,197,3.09,2.52,NA,NA,NA,36.23340801,32.33063966,439850,4010045
kestros-1997-ca4-214,ceramic,fineware,Early Roman fineware,cup,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,Early Roman,NA,NA,NA,sc_099a,http://dx.doi.org/10.4231/R78S4N47,10.4231/R71J97ZB,SC 99a,imitation CS or ESB cup,NA,NA,NA,NA,NA,36.23341702,32.33063958,439850,4010046
kestros-1997-ca4-215,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 22,NA,2.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,167,3.53,2.15,NA,NA,NA,36.23342604,32.3306395,439850,4010047
kestros-1997-ca4-216,ceramic,fineware,CS 22,bowl,rim,Early Roman,Kestros,Macar Kalesi,28-C-02-B-1,ES03,urban site,NA,NA,grab sample,1997,CS 22,NA,2.5YR 7/6,NA,NA,NA,10.4231/R71J97ZB,NA,163,3.16,1.56,NA,NA,NA,36.23342604,32.3306395,439850,4010047
